Teilnehmer	AufgabeItem	Antwort	gesamt	dist
2515	51.1	nichtvergleichbare Note muss man die Schüler geben	0	0.5941176470588235
2732	51.1	Noten sind subjektiv  Schüler mit gleiche Leistungen haben nicht die gleiche Note bekommen	0	0.5923747276688452
2787	51.1	die Noten sind subjektiv,  nicht vergleichbar,  kann demotiviert sein	0	0.5919295254333617
2347	51.1	Noten soolen nicht in Schulen bleiben	1	0.5911121205238852
2749	51.1	Klassische Noten zu geben macht sinn.	0	0.5911121205238852
2516	51.1	Notin nich eefektiv	0	0.5904869124683366
2790	51.1	Noten soll ersetzen	0	0.5904869124683366
2440	51.1	beurbteilung der noten . Studenten können nicht in welche gebiet Problem haben	0	0.5904348919054802
2523	51.1	Die Noten sind subjektiv  Schulnoten durch Berichte ersetzen	1	0.5901143790849673
2400	51.1	Die Schulnoten sind sehr subjektiv und unvergleichbar  Bei die selben Korrektur Aufgaben gibt es unterschiedliche Noten	0	0.5877100840336135
2659	51.1	Noten sind nicht nötig.	0	0.5872277764860886
2321	51.1	Die Noten sind nicht objektiv. Wenn es um Einschätzung geht, kommen die gleiche Noten nicht heraus.	0	0.5866508219449397
2507	51.1	Sie denkt, dass die klassiche Noteumbegung nicht relevant ist.    Staat Noten, unterstüzt sie Hinweise	1	0.5849673202614379
2297	51.1	Noten durch schriftlichen Berichte ersetzen.	1	0.5841560400383929
2697	51.1	Der Notensystem ist nicht vergleichbar, er erspricht den wirklichen Leistungen nicht, nur hinweise, Noten demotivierend sind, entwickulnggescprache ersatyt werden	0	0.58399903171145
2760	51.1	Noten als Vergleichkreterium lassen	0	0.5838396897220427
2329	51.1	Die Noten sind sehr subjektiv	0	0.5838144276278151
2504	51.1	Noten sind unterschiedlich	0	0.5835847159376572
2309	51.1	sind wichtg	0	0.5828877005347594
2448	51.1	Sie hält die Noten für unsinvoll	0	0.5825163398692811
2468	51.1	kritik  schifliche berichten	0	0.5817927170868348
2458	51.1	Die Schulnoten sollen ausgelassen werden	1	0.5816526610644257
2782	51.1	Noten sind subjektiv	0	0.5808377896613192
2314	51.1	kritisiert die klassischen Noten in der Schule	0	0.5805910770105144
2738	51.1	subjektiv  demotivierend	0	0.5805852644087938
2484	51.1	Schulnoten sind zu subjektive und manchmal gleiche studenten bekommen die gleiche Note nicht.	0	0.5794064937803078
2310	51.1	Sie kritisiert die klassische Notengebung;  Die noten sollen von zum Beispiel Entwicklungsgespräche ersetzt werden.	1	0.578687127024723
2798	51.1	Note	0	0.5784313725490197
2438	51.1	durch Noten keine faire Beurteilung  keine Kombination aus Noten und Kommentaren  Noten ersetzen z.B. durch Berichte	1	0.5782623394185261
2774	51.1	Kritisierung im Notensystem	0	0.5778867102396514
2657	51.1	Nur Hinweise und Rückmeldung bekommen	1	0.5771472830296359
2441	51.1	lehrkräfte  klassische umgebung	0	0.5763900868265195
2311	51.1	gegen Schullnoten	0	0.5751633986928105
2750	51.1	fair beurteilung  subjektive noten	0	0.5751633986928105
2447	51.1	klassische Noten kritisieren  Notensystem soll geändert werden	0	0.5747628083491461
2501	51.1	notsystem ist nicht genug	0	0.5744741532976828
2743	51.1	wenige vergleich  die aufgabe keine nute bekommen	0	0.5741065657032044
2451	51.1	Hinweise zur Verbesserung und Kommentar statt der Noten	1	0.5736440030557678
2799	51.1	erfahren ob, Schulung komplett  wissen welche Bereiche noch zu verbessern.	0	0.5732975622681505
2452	51.1	faire Noten geben  durch schriftl Berichte ersetzt werden müssen	1	0.5722426470588236
2378	51.1	gleich Notte	0	0.5697945845004669
2457	51.1	Noten sind als etwas subjektives betrachtet und manchmal hinwesein eigentlich nicht die Fähigkeiten des Lernendes	0	0.5692564636474059
2524	51.1	Nöten sollen nicht die Haupt  Keine Noten, sonder Hinweisen	1	0.567891563405023
2534	51.1	faire Bewertung der Leistungen der Schuler  auf klassische Notensystem verzichten  stattdessen - Entwicklungsgesprache	1	0.5672565636424062
2454	51.1	die Schulnoten ersetzen  die Ferien beurteilen	0	0.566435269760078
2376	51.1	Sinn oder Unsinn?  Wenig Vergleichbar	0	0.5656244479773891
2746	51.1	Hinweise sind besser für die Schüler und Schülerin	0	0.5652941176470588
2726	51.1	Kritisiert die Noten System	0	0.5636099557668185
2313	51.1	kritisieret die klassische Notensystem  Note demotivieren den Shülern  schriftliche Berichte anstatt Noten	1	0.5635096806018005
2486	51.1	Notesystem hat manche probleme	0	0.5630718954248367
2783	51.1	Sie kritisiert Schulnoten	0	0.5627450980392157
2649	51.1	Die Schüler sollten keine konkreten Noten, sondern nur Kommentar bekommen	1	0.562610797743755
2369	51.1	die Schulnoten sollen weg	1	0.5619607843137255
2715	51.1	notensystem  korretur nicht gleich	0	0.56184012066365
2781	51.1	klasische Notensistem ist nicht gut, weil mit der kann nicht gut	0	0.5617121848739496
2518	51.1	die Noten sollrn durch etwas anders ersetz werden	1	0.5602240896358543
2300	51.1	Fähre Bewertung wäre nötig	0	0.5576168929110106
2380	51.1	faire Beurteilung ,	0	0.5565875472996216
2779	51.1	nue Notesystem	0	0.5556722689075629
2752	51.1	Noten muss nicht aufgegeben haben werdern.   Studenten sollen verscheidene Methoden  nutzen können	0	0.5556472589035614
2502	51.1	nur hinweise wo sich die kinder verbessern sollen   note demotivieredn schul noten komplet durch schrifftliche berichte erzeugen	1	0.5554023692810457
2723	51.1	Keine Noten sondern nur Punken wo man sich verbesseren soll.	0	0.5552287581699346
2388	51.1	Kritiserung der Noten	0	0.5548085901027077
2405	51.1	entwicklung Gäspreche	1	0.5548085901027077
2375	51.1	Schulnoten - Sinn oder Unsinn ?  Kritirierung über die klassischen Noten	0	0.5536103330220977
2682	51.1	Sie kulitisiert Schulnoten.	0	0.5528685548293392
2359	51.1	Sie kritisiert die klassichen Noten System	0	0.5527544351073762
2737	51.1	noten system vergleincehn wenig.  korrektur funktioniert nicht glecih fur jede schuler	0	0.5522571819425445
2763	51.1	Noten sind subjektiv  sie ist dagegen	0	0.5515062573886103
2464	51.1	Noten abschaffen	1	0.5491557734204793
2503	51.1	noten spiegeln nicht immer das was schüler können	0	0.5484655400621787
2349	51.1	Die Schulnoten sind sinnlos.	0	0.5484593837535013
2489	51.1	Schüler nur Hinweise und Kommentare bekommen	1	0.5484254307783719
2795	51.1	Schulnoten benotig	0	0.5479302832244008
2765	51.1	Die Noten sind sinnloss. Die Noten müssen durch Beschprechungen entsetzt werden	1	0.5478672481650889
2508	51.1	Something about Israel	0	0.5475935828877004
2395	51.1	auf Noten zu vezichten	1	0.5475935828877004
2685	51.1	Noten nötig  schriftlicher Bericht	0	0.5473856209150326
2689	51.1	dismotivative Noten	0	0.5472136222910217
2316	51.1	Fordert klare Gesprache, hinweise nach besserer Arbeit auch das noten ausfallen.	1	0.5471288515406162
2335	51.1	schulnoten müssen durch Gespräche mit den Kindern ersetzt werden.	1	0.5468325791855203
2303	51.1	Unterschiede zwischen die Noten und die eigene Vermögen der Schüler	0	0.5465222905082431
2478	51.1	Die Schulnoten sind unnotwendig	0	0.5460870565234891
2390	51.1	verbeserrung der Arbeitkräfte	0	0.5443542934415145
2706	51.1	faire Beurteilung felht  die Noten demotivieren die Schüler	0	0.5440820395954992
2434	51.1	Noten sollen mit schriftliche Berichte ersetzt werdem	1	0.541791172201827
2652	51.1	Sie kritisiert klassiche Noten	0	0.5405228758169934
2336	51.1	Die Schuler erhalten die Punkten in welchen Bereichen sie noch verbessern müssen	0	0.5398378582202111
2394	51.1	dir art und wiese der bewertung der schuler kratisieren	0	0.5388180447003976
2533	51.1	Anhaltspunkte sollen ander	0	0.5385300973536268
2742	51.1	Schulnoten sollen von schriftlichen Beratungen begleitet werden.	0	0.5379026610644257
2764	51.1	die Schuelenoten sind sinn uder unsinnvoll	0	0.5375637434460964
2707	51.1	Notensystem verändern  Schuler konkrete Kommentar bekommen sollen	1	0.5367808661926309
2791	51.1	kritisiert klassische Notebuch	0	0.5357298474945534
2439	51.1	Schulnoten durch Berichte ersetzen	1	0.535650623885918
2729	51.1	Schulnoten komplett durch Berichte oder Gespräche ersetzen	1	0.5347428095906798
2459	51.1	Die Noten durch die Entwicklungsgespräche ersetzen	1	0.5345098039215687
2691	51.1	Schulnoten sollen durch die Kommentare ersetzt werden, die sagt, wo sich die Schüler verbessern sollen.	1	0.5341029615729788
2648	51.1	Abschaffung der Noten	1	0.5340802987861811
2433	51.1	Statt Noten, den Schuler schriftliche Berichten geben	1	0.5329880379824886
2487	51.1	Beurteilung, Kritik über Schulnoten	0	0.5325693913929208
2302	51.1	Sie kritiesrt die Schulnotensystem.	0	0.5325693913929208
2647	51.1	Kritisiert Noten	0	0.5318627450980392
2741	51.1	faire Beurteiling durch verschiedene lehrer  Dass Note	0	0.5315904139433552
2736	51.1	Die schulnoten demotivieren die Schulern..aus der Forschung in	0	0.5299226390307984
2720	51.1	Kritisiert den Schulnoten	0	0.5294117647058824
2740	51.1	Noten system ist schlecht	0	0.5294117647058824
2385	51.1	Die Schulnoten sind subjektiv und vergleichbar	0	0.5285920388222177
2784	51.1	Noten in der Schule sind nicht notwendich	0	0.5272995377012594
2542	51.1	Noten system	0	0.5221755368814193
2475	51.1	Die prüfungen sind immer theoretisch und die studenten bekommen verschiedene noten	0	0.5218965635034502
2326	51.1	Frau Jansson kritisiert die Schulnoten.	0	0.5218245806481101
2769	51.1	Deutsche Lererin	0	0.5211834733893558
2505	51.1	Schulnoten durch schrifltiche Berichte und Kommentare zu erstezn	1	0.5200163398692811
2317	51.1	Kritik auf die klassische Notengebung	0	0.5195018547959724
2361	51.1	Klasischen Schulnoten sind nicht fair	0	0.5195018547959724
2435	51.1	Schriftliche Kommentare/Berichte, die aufzeigen, wo Defizite sind, wo Verbeserungsmöglichkeiten sind wo Schüler gut sind	1	0.5135620915032679
2796	51.1	Fehlerbeurteilung	0	0.5126050420168067
2291	51.1	Sie kritisiert die Schulnoten	0	0.5110209601081812
2462	51.1	Schulnoten durch Gespräche mit den Schülern ersetzen	1	0.5066616390145802
2444	51.1	lehrkräfte - schuler-innen probleme	0	0.5022663610898905
2748	51.1	Notensystem subjektiv ist	0	0.49607843137254903
2449	51.1	Berichte	0	0.4950980392156863
2499	51.1	Kritiesirung der klassischen Noten	0	0.49411764705882355
2522	51.1	mithilfe des berichts	0	0.49218020541549956
2650	51.1	schriftliche Berichte	1	0.49066293183940246
2745	51.1	Sie findet, dass die Urteilung für die Schüler häufig subjektiv ist.	0	0.488562091503268
2318	51.1	Das Notensystem soll völlig umgewandelt werden.	0	0.4870671672924489
2651	51.1	das Shüler ein	0	0.4837535014005603
2401	51.1	Sie kritisiert	0	0.4827264239028945
2354	51.1	nicht nur Hinweis	0	0.4803921568627451
2437	51.1	Schulnote ist nicht sinnig	0	0.4770403888050947
2479	51.1	bildungs forscher   bildungs forscerung	0	0.4756158873805932
2800	51.1	schwer zu sagen	0	0.4732026143790849
2690	51.1	Das Notensystem ist unfair.	0	0.47276688453159044
2467	51.1	Schrifftliches Berichten	1	0.47257236227824456
2506	51.1	logische schluss Forderung	0	0.46776018099547506
2733	51.1	Kritik an klassischen Schulnoten	0	0.4669117647058824
2363	51.1	Notesystem	0	0.46470588235294114
2360	51.1	notesystem	0	0.46470588235294114
2488	51.1	Kritisch	0	0.45588235294117646
2756	51.1	sinn und unsinn im Schulnoten	0	0.45580991017096495
2373	51.1	Fördert der System	0	0.45098039215686275
2656	51.1	Schulnoten sind nicht gut für schülern	0	0.45046439628482976
2761	51.1	Kritik	0	0.4477124183006536
2320	51.1	#NAME?	1	0.40849673202614384
2692	51.1	Subjektiv	0	0.39324618736383443
2772	51.1	DISKUTIEREN SINN-UNSSIN VON NOTEN   KRITISIEREN NOTENYISTEM	0	0.2979949041763598
2442	51.1	DAS HEUTIGE NOTENSYSTEM IST NICHT OBJEKTIV, BRAUCHT ÄNDERUNGEN	0	0.29717478389205143
2367	51.1	hv2	0	0.0
2290	51.1	Ä	0	0.0
