Teilnehmer	AufgabeItem	Antwort	gesamt	dist
2461	51.1	eine faire Beurteilung	0	0.46153846153846156
2773	51.1	Schulern noten hängen ab vielen Faktoren	0	0.45614035087719296
2726	51.1	Kritisiert die Noten System	0	0.45454545454545453
2485	51.1	Noten	0	0.45454545454545453
2295	51.1	klassishchen Notgeben subjektiv sind	0	0.4528301886792453
2515	51.1	nichtvergleichbare Note muss man die Schüler geben	0	0.44776119402985076
2317	51.1	Kritik auf die klassische Notengebung	0	0.4444444444444444
2689	51.1	dismotivative Noten	0	0.4444444444444444
2396	51.1	Beurteilung nicht gegeben ist	0	0.43478260869565216
2329	51.1	Die Noten sind sehr subjektiv	0	0.43478260869565216
2371	51.1	subjektive Noten  schriftliche Berichte	0	0.42857142857142855
2713	51.1	Gegen tradizionelle Noten	0	0.42857142857142855
2501	51.1	notsystem ist nicht genug	0	0.42857142857142855
2755	51.1	Noe tsystem nicht gegeben ist.	0	0.425531914893617
2520	51.1	veie beurteilung	0	0.42424242424242425
2388	51.1	Kritiserung der Noten	0	0.42105263157894735
2648	51.1	Abschaffung der Noten	1	0.42105263157894735
2478	51.1	Die Schulnoten sind unnotwendig	0	0.4166666666666667
2477	51.1	Ruckmeldung keine Noten   die Noten sind diemotievioetr	1	0.4166666666666667
2311	51.1	gegen Schullnoten	0	0.4117647058823529
2774	51.1	Kritisierung im Notensystem	0	0.4090909090909091
2448	51.1	Sie hält die Noten für unsinvoll	0	0.40816326530612246
2349	51.1	Die Schulnoten sind sinnlos.	0	0.4
2766	51.1	Die Noten sind nicht vergleichbar	0	0.4
2721	51.1	Noten durch Bespreschung gemessen	0	0.4
2489	51.1	Schüler nur Hinweise und Kommentare bekommen	1	0.39344262295081966
2739	51.1	nicht vergleich alle die Noten für Studenten	0	0.39344262295081966
2406	51.1	klassischen Notensystems sind nicht gut	0	0.39285714285714285
2658	51.1	Die Noten sind nicht Vergleichbar.	0	0.39215686274509803
2380	51.1	faire Beurteilung ,	0	0.3888888888888889
2459	51.1	Die Noten durch die Entwicklungsgespräche ersetzen	1	0.3880597014925373
2791	51.1	kritisiert klassische Notebuch	0	0.3829787234042553
2798	51.1	Note	0	0.38095238095238093
2740	51.1	Noten system ist schlecht	0	0.38095238095238093
2748	51.1	Notensystem subjektiv ist	0	0.38095238095238093
2782	51.1	Noten sind subjektiv	0	0.3783783783783784
2800	51.1	schwer zu sagen	0	0.375
2533	51.1	Anhaltspunkte sollen ander	0	0.37209302325581395
2797	51.1	Durch Schulnote kann einen Studenten beurteilt werden	0	0.37142857142857144
2657	51.1	Nur Hinweise und Rückmeldung bekommen	1	0.37037037037037035
2347	51.1	Noten soolen nicht in Schulen bleiben	1	0.37037037037037035
2360	51.1	notesystem	0	0.37037037037037035
2763	51.1	Noten sind subjektiv  sie ist dagegen	0	0.37037037037037035
2363	51.1	Notesystem	0	0.37037037037037035
2792	51.1	Einfluss der Noten für die Fähigkeit der Schüler	0	0.36923076923076925
2524	51.1	Nöten sollen nicht die Haupt  Keine Noten, sonder Hinweisen	1	0.3684210526315789
2706	51.1	faire Beurteilung felht  die Noten demotivieren die Schüler	0	0.3684210526315789
2522	51.1	mithilfe des berichts	0	0.3684210526315789
2723	51.1	Keine Noten sondern nur Punken wo man sich verbesseren soll.	0	0.36363636363636365
2518	51.1	die Noten sollrn durch etwas anders ersetz werden	1	0.36363636363636365
2769	51.1	Deutsche Lererin	0	0.36363636363636365
2743	51.1	wenige vergleich  die aufgabe keine nute bekommen	0	0.36363636363636365
2690	51.1	Das Notensystem ist unfair.	0	0.36363636363636365
2525	51.1	Schüler sollten keine Note bekommen, aber eine andere Antwort	1	0.358974358974359
2309	51.1	sind wichtg	0	0.35714285714285715
2439	51.1	Schulnoten durch Berichte ersetzen	1	0.35294117647058826
2750	51.1	fair beurteilung  subjektive noten	0	0.35294117647058826
2758	51.1	klassicche Notensystem hat sie in eigenem Buch kritisiert	0	0.35135135135135137
2458	51.1	Die Schulnoten sollen ausgelassen werden	1	0.3508771929824561
2659	51.1	Noten sind nicht nötig.	0	0.35
2454	51.1	die Schulnoten ersetzen  die Ferien beurteilen	0	0.3492063492063492
2314	51.1	kritisiert die klassischen Noten in der Schule	0	0.3492063492063492
2374	51.1	wo konnen sie sich verbessern	0	0.34782608695652173
2538	51.1	Die Noten sind vergleichbar  Die Notegebung ist subjektiv.	0	0.3466666666666667
2760	51.1	Noten als Vergleichkreterium lassen	0	0.34615384615384615
2781	51.1	klasische Notensistem ist nicht gut, weil mit der kann nicht gut	0	0.345679012345679
2452	51.1	faire Noten geben  durch schriftl Berichte ersetzt werden müssen	1	0.345679012345679
2328	51.1	Die Schulnoten subjektiv sind  neue Notensystem	0	0.34375
2318	51.1	Das Notensystem soll völlig umgewandelt werden.	0	0.34375
2433	51.1	Statt Noten, den Schuler schriftliche Berichten geben	1	0.34285714285714286
2738	51.1	subjektiv  demotivierend	0	0.34146341463414637
2652	51.1	Sie kritisiert klassiche Noten	0	0.3404255319148936
2725	51.1	Noten sind wenig vergleichbar,	0	0.3404255319148936
2446	51.1	Notensystem hat nicht gerechtiges Be	0	0.33962264150943394
2359	51.1	Sie kritisiert die klassichen Noten System	0	0.3389830508474576
2753	51.1	Notensystem ist wenig Subjectiv	0	0.3333333333333333
2720	51.1	Kritisiert den Schulnoten	0	0.3333333333333333
2535	51.1	keine faire Beurteilung von Noten,die Noten sind nicht gleich	0	0.3333333333333333
2361	51.1	Klasischen Schulnoten sind nicht fair	0	0.3333333333333333
2649	51.1	Die Schüler sollten keine konkreten Noten, sondern nur Kommentar bekommen	1	0.3333333333333333
2794	51.1	Notensystem komplett verzichten	1	0.3333333333333333
2441	51.1	lehrkräfte  klassische umgebung	0	0.3333333333333333
2516	51.1	Notin nich eefektiv	0	0.3333333333333333
2783	51.1	Sie kritisiert Schulnoten	0	0.3333333333333333
2447	51.1	klassische Noten kritisieren  Notensystem soll geändert werden	0	0.3291139240506329
2504	51.1	Noten sind unterschiedlich	0	0.32558139534883723
2401	51.1	Sie kritisiert	0	0.3225806451612903
2727	51.1	Hinweise geben, wo sie sich verbessern können	0	0.3225806451612903
2449	51.1	Berichte	0	0.32
2682	51.1	Sie kulitisiert Schulnoten.	0	0.3181818181818182
2460	51.1	keine bestimmte Note auch ohne Kommentar, nur im Form von einem Bericht	1	0.3181818181818182
2715	51.1	notensystem  korretur nicht gleich	0	0.3137254901960784
2499	51.1	Kritiesirung der klassischen Noten	0	0.3137254901960784
2712	51.1	bildungs forscherin   dagegen die shulnoten ist	0	0.3125
2523	51.1	Die Noten sind subjektiv  Schulnoten durch Berichte ersetzen	1	0.3116883116883117
2468	51.1	kritik  schifliche berichten	0	0.3111111111111111
2770	51.1	Noten sind sehr vergleichbar	0	0.3111111111111111
2784	51.1	Noten in der Schule sind nicht notwendich	0	0.3103448275862069
2303	51.1	Unterschiede zwischen die Noten und die eigene Vermögen der Schüler	0	0.30952380952380953
2302	51.1	Sie kritiesrt die Schulnotensystem.	0	0.3076923076923077
2508	51.1	Something about Israel	0	0.3076923076923077
2444	51.1	lehrkräfte - schuler-innen probleme	0	0.3076923076923077
2487	51.1	Beurteilung, Kritik über Schulnoten	0	0.3076923076923077
2764	51.1	die Schuelenoten sind sinn uder unsinnvoll	0	0.3050847457627119
2756	51.1	sinn und unsinn im Schulnoten	0	0.30434782608695654
2362	51.1	noten sind nicht vergleichbar	0	0.30434782608695654
2291	51.1	Sie kritisiert die Schulnoten	0	0.30434782608695654
2503	51.1	noten spiegeln nicht immer das was schüler können	0	0.30303030303030304
2696	51.1	Noten in der Schule sind wenig vergleichbar.	0	0.29508196721311475
2440	51.1	beurbteilung der noten . Studenten können nicht in welche gebiet Problem haben	0	0.29473684210526313
2796	51.1	Fehlerbeurteilung	0	0.29411764705882354
2467	51.1	Schrifftliches Berichten	1	0.2926829268292683
2385	51.1	Die Schulnoten sind subjektiv und vergleichbar	0	0.2857142857142857
2443	51.1	keine Noten  nur Schriftlliche berichte und Hinweise an Lernende, wo sie sich verbessern können	1	0.2857142857142857
2437	51.1	Schulnote ist nicht sinnig	0	0.27906976744186046
2506	51.1	logische schluss Forderung	0	0.27906976744186046
2736	51.1	Die schulnoten demotivieren die Schulern..aus der Forschung in	0	0.27848101265822783
2368	51.1	Noten sind nicht entscheidene für Schüler	0	0.27586206896551724
2685	51.1	Noten nötig  schriftlicher Bericht	0	0.27450980392156865
2322	51.1	Die Noten sind subjektiv. Die klasische Notengebung ist schlecht für die Shuler	0	0.2708333333333333
2746	51.1	Hinweise sind besser für die Schüler und Schülerin	0	0.26865671641791045
2650	51.1	schriftliche Berichte	1	0.2631578947368421
2297	51.1	Noten durch schriftlichen Berichte ersetzen.	1	0.26229508196721313
2688	51.1	Note sind wenich vergleichen   Note sollen durch schriftliche Berichte sein	0	0.2608695652173913
2462	51.1	Schulnoten durch Gespräche mit den Schülern ersetzen	1	0.2608695652173913
2376	51.1	Sinn oder Unsinn?  Wenig Vergleichbar	0	0.25925925925925924
2747	51.1	"Kritik, keine Noten, ""wo kann ich mich verbessern"", entwlickung Gespräche um die schwache Punkten zu wissen"	1	0.25806451612903225
2334	51.1	Sie kritiesiert die Noten und glaubt, dass sie nicht suplektiv und ausreichend sind.	0	0.25742574257425743
2785	51.1	schriftliche Berichte erhalten	0	0.2553191489361702
2486	51.1	Notesystem hat manche probleme	0	0.2553191489361702
2656	51.1	Schulnoten sind nicht gut für schülern	0	0.2545454545454545
2741	51.1	faire Beurteiling durch verschiedene lehrer  Dass Note	0	0.2535211267605634
2451	51.1	Hinweise zur Verbesserung und Kommentar statt der Noten	1	0.25
2326	51.1	Frau Jansson kritisiert die Schulnoten.	0	0.25
2394	51.1	dir art und wiese der bewertung der schuler kratisieren	0	0.25
2765	51.1	Die Noten sind sinnloss. Die Noten müssen durch Beschprechungen entsetzt werden	1	0.25
2733	51.1	Kritik an klassischen Schulnoten	0	0.24489795918367346
2331	51.1	keine Noten geben, nur Hinweise, die die Menschen orientiren können, wo ihre Schwäche sich befinden  Entwicklungsgespräche	1	0.2446043165467626
2729	51.1	Schulnoten komplett durch Berichte oder Gespräche ersetzen	1	0.24
2497	51.1	kritische Notgebung für die Schüler  Schulnoten durch schriftliche Berichte ersetzen	1	0.2376237623762376
2787	51.1	die Noten sind subjektiv,  nicht vergleichbar,  kann demotiviert sein	0	0.23255813953488372
2300	51.1	Fähre Bewertung wäre nötig	0	0.23255813953488372
2434	51.1	Noten sollen mit schriftliche Berichte ersetzt werdem	1	0.22857142857142856
2373	51.1	Fördert der System	0	0.22857142857142856
2375	51.1	Schulnoten - Sinn oder Unsinn ?  Kritirierung über die klassischen Noten	0	0.2247191011235955
2505	51.1	Schulnoten durch schrifltiche Berichte und Kommentare zu erstezn	1	0.2222222222222222
2475	51.1	Die prüfungen sind immer theoretisch und die studenten bekommen verschiedene noten	0	0.2222222222222222
2745	51.1	Sie findet, dass die Urteilung für die Schüler häufig subjektiv ist.	0	0.21176470588235294
2321	51.1	Die Noten sind nicht objektiv. Wenn es um Einschätzung geht, kommen die gleiche Noten nicht heraus.	0	0.20689655172413793
2316	51.1	Fordert klare Gesprache, hinweise nach besserer Arbeit auch das noten ausfallen.	1	0.20618556701030927
2336	51.1	Die Schuler erhalten die Punkten in welchen Bereichen sie noch verbessern müssen	0	0.20618556701030927
2732	51.1	Noten sind subjektiv  Schüler mit gleiche Leistungen haben nicht die gleiche Note bekommen	0	0.205607476635514
2484	51.1	Schulnoten sind zu subjektive und manchmal gleiche studenten bekommen die gleiche Note nicht.	0	0.2
2742	51.1	Schulnoten sollen von schriftlichen Beratungen begleitet werden.	0	0.19753086419753085
2310	51.1	Sie kritisiert die klassische Notengebung;  Die noten sollen von zum Beispiel Entwicklungsgespräche ersetzt werden.	1	0.19696969696969696
2707	51.1	Notensystem verändern  Schuler konkrete Kommentar bekommen sollen	1	0.1951219512195122
2313	51.1	kritisieret die klassische Notensystem  Note demotivieren den Shülern  schriftliche Berichte anstatt Noten	1	0.1951219512195122
2335	51.1	schulnoten müssen durch Gespräche mit den Kindern ersetzt werden.	1	0.1951219512195122
2651	51.1	das Shüler ein	0	0.1935483870967742
2534	51.1	faire Bewertung der Leistungen der Schuler  auf klassische Notensystem verzichten  stattdessen - Entwicklungsgesprache	1	0.1925925925925926
2752	51.1	Noten muss nicht aufgegeben haben werdern.   Studenten sollen verscheidene Methoden  nutzen können	0	0.19130434782608696
2507	51.1	Sie denkt, dass die klassiche Noteumbegung nicht relevant ist.    Staat Noten, unterstüzt sie Hinweise	1	0.18487394957983194
2502	51.1	nur hinweise wo sich die kinder verbessern sollen   note demotivieredn schul noten komplet durch schrifftliche berichte erzeugen	1	0.1793103448275862
2354	51.1	nicht nur Hinweis	0	0.17647058823529413
2737	51.1	noten system vergleincehn wenig.  korrektur funktioniert nicht glecih fur jede schuler	0	0.17475728155339806
2761	51.1	Kritik	0	0.17391304347826086
2390	51.1	verbeserrung der Arbeitkräfte	0	0.17391304347826086
2438	51.1	durch Noten keine faire Beurteilung  keine Kombination aus Noten und Kommentaren  Noten ersetzen z.B. durch Berichte	1	0.16541353383458646
2488	51.1	Kritisch	0	0.16
2405	51.1	entwicklung Gäspreche	1	0.15789473684210525
2799	51.1	erfahren ob, Schulung komplett  wissen welche Bereiche noch zu verbessern.	0	0.15384615384615385
2457	51.1	Noten sind als etwas subjektives betrachtet und manchmal hinwesein eigentlich nicht die Fähigkeiten des Lernendes	0	0.15384615384615385
2692	51.1	Subjektiv	0	0.15384615384615385
2400	51.1	Die Schulnoten sind sehr subjektiv und unvergleichbar  Bei die selben Korrektur Aufgaben gibt es unterschiedliche Noten	0	0.14705882352941177
2697	51.1	Der Notensystem ist nicht vergleichbar, er erspricht den wirklichen Leistungen nicht, nur hinweise, Noten demotivierend sind, entwickulnggescprache ersatyt werden	0	0.1452513966480447
2691	51.1	Schulnoten sollen durch die Kommentare ersetzt werden, die sagt, wo sich die Schüler verbessern sollen.	1	0.13333333333333333
2435	51.1	Schriftliche Kommentare/Berichte, die aufzeigen, wo Defizite sind, wo Verbeserungsmöglichkeiten sind wo Schüler gut sind	1	0.11678832116788321
2320	51.1	#NAME?	1	0.08695652173913043
2772	51.1	DISKUTIEREN SINN-UNSSIN VON NOTEN   KRITISIEREN NOTENYISTEM	0	0.07894736842105263
2442	51.1	DAS HEUTIGE NOTENSYSTEM IST NICHT OBJEKTIV, BRAUCHT ÄNDERUNGEN	0	0.0759493670886076
2479	51.1	bildungs forscher   bildungs forscerung	0	0.07142857142857142
2367	51.1	hv2	0	0.0
2290	51.1	Ä	0	0.0
