Teilnehmer	AufgabeItem	Antwort	gesamt	dist
2384	50.1	Veranstaltung	0	0.4586894586894587
2762	50.1	die Anmessung	0	0.4586894586894587
2748	50.1	öffene Veranstaltung	0	0.4407407407407407
2501	50.1	kaffe	0	0.43703703703703706
2295	50.1	Messe	0	0.43703703703703706
2318	50.1	Sofie	0	0.43703703703703706
2518	50.1	messe	0	0.43703703703703706
2446	50.1	Stidoe	0	0.4259259259259259
2729	50.1	beschränkte	0	0.42424242424242414
2482	50.1	Messeplannung	0	0.4102564102564103
2764	50.1	WORKSHOPS	1	0.40740740740740744
2689	50.1	estes Mal	0	0.40740740740740744
2770	50.1	WORKSHOPS	1	0.40740740740740744
2779	50.1	offene Vera	0	0.4006734006734007
2781	50.1	Öfenhearstadung	0	0.39999999999999997
2297	50.1	Studierenden	0	0.39814814814814814
2292	50.1	Programieren	0	0.2962962962962963
2492	50.1	programieren	0	0.2962962962962963
2347	50.1	Programmierer	0	0.292022792022792
2738	50.1	Programmieren	0	0.292022792022792
2436	50.1	Programmieren	0	0.292022792022792
2800	50.1	Programmieren	0	0.292022792022792
2799	50.1	Programmierung	0	0.28835978835978837
2795	50.1	Programmierung	0	0.28835978835978837
2525	50.1	Studenten	0	0.0
2727	50.1	Ingenieure	0	0.0
2533	50.1	allen	0	0.0
2745	50.1	Studenten	0	0.0
2790	50.1	1. Mai	0	0.0
2303	50.1	Inginieure	0	0.0
2763	50.1	Studenten	0	0.0
2451	50.1	Off	0	0.0
2331	50.1	Kaffee	0	0.0
2750	50.1	Studenten	0	0.0
2291	50.1	Ingenieure	0	0.0
2489	50.1	Ingenieure	0	0.0
2367	50.1	LV1	0	0.0
2382	50.1	JOBMESSE	0	0.0
2758	50.1	In	0	0.0
2320	50.1	Kaffe	0	0.0
