Teilnehmer	AufgabeItem	Antwort	gesamt	dist
2733	54.3	nur ein Platt funkioniert	0	0.5325970664365832
2501	54.3	Apfen geben gleiche informationen	0	0.5319193359107829
2649	54.3	bleiben gleich  blind	0	0.528899947957325
2308	54.3	für andere Funktionen blind	0	0.5242865816636308
2444	54.3	Afen wie Menschen	0	0.5230901103610843
2459	54.3	Mit der Messung von	0	0.522902885629374
2335	54.3	räumliche Information	0	0.5200624512099922
2782	54.3	ein Aspekt	0	0.5187158469945355
2715	54.3	Nerven sind gleich.	0	0.512592957804347
2789	54.3	Die EDas Gesicht	0	0.5100182149362477
2492	54.3	cmputer algorithmus	0	0.4887834339948231
2800	54.3	Computer kann unterschieden	0	0.4872495446265938
2522	54.3	räumliche Abbildung	0	0.4785956062918962
2764	54.3	mit Afen aktivität	0	0.4759342054424021
2739	54.3	bei a	0	0.4551912568306011
2442	54.3	GESICHTZELLE SIND GLEICH BEI DER ERKENNUNG	0	0.42714025500910746
2382	54.3	ENTWIKELT EINEN COMPUTER	0	0.372040072859745
2489	54.3	DIE GESICHTZELLEN NUR EINE BESTIMMTE INFORMATION VON DER GESICHT ERRINERN	1	0.3495354775390706
2772	54.3	MAGNET RESOGNANZ  BILDER VON GESICHT PREASENTIERT  DIE NERVEN IMPULSEN VON UNTERSCHIEDLICHE GESICHTER	0	0.3381425574251414
2760	54.3	1	0	0.0
2367	54.3	HV5	0	0.0
