Teilnehmer	AufgabeItem	Antwort	gesamt	jwdist
2467	51.1	Schrifftliches Berichten	1	0.05555555555555555
2533	51.1	Anhaltspunkte sollen ander	0	0.05555555555555555
2405	51.1	entwicklung Gäspreche	1	0.05555555555555555
2789	51.1	keine Schulnoten für Schuler geben	1	0.05555555555555555
2720	51.1	Kritisiert den Schulnoten	0	0.05555555555555555
2748	51.1	Notensystem subjektiv ist	0	0.05263157894736842
2396	51.1	Beurteilung nicht gegeben ist	0	0.05263157894736842
2329	51.1	Die Noten sind sehr subjektiv	0	0.05263157894736842
2504	51.1	Noten sind unterschiedlich	0	0.05263157894736842
2783	51.1	Sie kritisiert Schulnoten	0	0.05263157894736842
2300	51.1	Fähre Bewertung wäre nötig	0	0.05263157894736842
2740	51.1	Noten system ist schlecht	0	0.05263157894736842
2482	51.1	für die klassischen Notengebung	0	0.05263157894736842
2767	51.1	Die Noten nicht mehr verwenden	1	0.05
2374	51.1	wo konnen sie sich verbessern	0	0.05
2506	51.1	logische schluss Forderung	0	0.05
2437	51.1	Schulnote ist nicht sinnig	0	0.05
2453	51.1	keine Noten, Berichte über Leistungen	1	0.047619047619047616
2349	51.1	Die Schulnoten sind sinnlos.	0	0.047619047619047616
2682	51.1	Sie kulitisiert Schulnoten.	0	0.047619047619047616
2319	51.1	Fehlerbeurteilung der Notegebung	0	0.047619047619047616
2468	51.1	kritik  schifliche berichten	0	0.047619047619047616
2728	51.1	klassichen Notenabgebung nicht gut	0	0.047619047619047616
2362	51.1	noten sind nicht vergleichbar	0	0.047619047619047616
2755	51.1	Noe tsystem nicht gegeben ist.	0	0.047619047619047616
2690	51.1	Das Notensystem ist unfair.	0	0.047619047619047616
2770	51.1	Noten sind sehr vergleichbar	0	0.047619047619047616
2753	51.1	Notensystem ist wenig Subjectiv	0	0.045454545454545456
2486	51.1	Notesystem hat manche probleme	0	0.045454545454545456
2725	51.1	Noten sind wenig vergleichbar,	0	0.045454545454545456
2291	51.1	Sie kritisiert die Schulnoten	0	0.045454545454545456
2448	51.1	Sie hält die Noten für unsinvoll	0	0.045454545454545456
2390	51.1	verbeserrung der Arbeitkräfte	0	0.045454545454545456
2794	51.1	Notensystem komplett verzichten	1	0.045454545454545456
2791	51.1	kritisiert klassische Notebuch	0	0.043478260869565216
2756	51.1	sinn und unsinn im Schulnoten	0	0.043478260869565216
2785	51.1	schriftliche Berichte erhalten	0	0.043478260869565216
2652	51.1	Sie kritisiert klassiche Noten	0	0.043478260869565216
2441	51.1	lehrkräfte  klassische umgebung	0	0.043478260869565216
2749	51.1	Klassische Noten zu geben macht sinn.	0	0.043478260869565216
2766	51.1	Die Noten sind nicht vergleichbar	0	0.043478260869565216
2478	51.1	Die Schulnoten sind unnotwendig	0	0.043478260869565216
2295	51.1	klassishchen Notgeben subjektiv sind	0	0.043478260869565216
2721	51.1	Noten durch Bespreschung gemessen	0	0.041666666666666664
2658	51.1	Die Noten sind nicht Vergleichbar.	0	0.041666666666666664
2317	51.1	Kritik auf die klassische Notengebung	0	0.041666666666666664
2499	51.1	Kritiesirung der klassischen Noten	0	0.041666666666666664
2750	51.1	fair beurteilung  subjektive noten	0	0.04
2733	51.1	Kritik an klassischen Schulnoten	0	0.04
2715	51.1	notensystem  korretur nicht gleich	0	0.04
2439	51.1	Schulnoten durch Berichte ersetzen	1	0.038461538461538464
2763	51.1	Noten sind subjektiv  sie ist dagegen	0	0.038461538461538464
2302	51.1	Sie kritiesrt die Schulnotensystem.	0	0.038461538461538464
2487	51.1	Beurteilung, Kritik über Schulnoten	0	0.038461538461538464
2347	51.1	Noten soolen nicht in Schulen bleiben	1	0.038461538461538464
2685	51.1	Noten nötig  schriftlicher Bericht	0	0.037037037037037035
2444	51.1	lehrkräfte - schuler-innen probleme	0	0.037037037037037035
2446	51.1	Notensystem hat nicht gerechtiges Be	0	0.037037037037037035
2657	51.1	Nur Hinweise und Rückmeldung bekommen	1	0.037037037037037035
2371	51.1	subjektive Noten  schriftliche Berichte	0	0.037037037037037035
2376	51.1	Sinn oder Unsinn?  Wenig Vergleichbar	0	0.03571428571428571
2361	51.1	Klasischen Schulnoten sind nicht fair	0	0.03571428571428571
2406	51.1	klassischen Notensystems sind nicht gut	0	0.03571428571428571
2760	51.1	Noten als Vergleichkreterium lassen	0	0.03571428571428571
2458	51.1	Die Schulnoten sollen ausgelassen werden	1	0.03571428571428571
2773	51.1	Schulern noten hängen ab vielen Faktoren	0	0.03571428571428571
2359	51.1	Sie kritisiert die klassichen Noten System	0	0.03333333333333333
2656	51.1	Schulnoten sind nicht gut für schülern	0	0.03333333333333333
2739	51.1	nicht vergleich alle die Noten für Studenten	0	0.03225806451612903
2326	51.1	Frau Jansson kritisiert die Schulnoten.	0	0.03225806451612903
2368	51.1	Noten sind nicht entscheidene für Schüler	0	0.03225806451612903
2479	51.1	bildungs forscher   bildungs forscerung	0	0.03225806451612903
2784	51.1	Noten in der Schule sind nicht notwendich	0	0.03225806451612903
2489	51.1	Schüler nur Hinweise und Kommentare bekommen	1	0.03125
2696	51.1	Noten in der Schule sind wenig vergleichbar.	0	0.030303030303030304
2764	51.1	die Schuelenoten sind sinn uder unsinnvoll	0	0.030303030303030304
2314	51.1	kritisiert die klassischen Noten in der Schule	0	0.029411764705882353
2454	51.1	die Schulnoten ersetzen  die Ferien beurteilen	0	0.029411764705882353
2727	51.1	Hinweise geben, wo sie sich verbessern können	0	0.029411764705882353
2515	51.1	nichtvergleichbare Note muss man die Schüler geben	0	0.02857142857142857
2297	51.1	Noten durch schriftlichen Berichte ersetzen.	1	0.02857142857142857
2328	51.1	Die Schulnoten subjektiv sind  neue Notensystem	0	0.027777777777777776
2792	51.1	Einfluss der Noten für die Fähigkeit der Schüler	0	0.027777777777777776
2385	51.1	Die Schulnoten sind subjektiv und vergleichbar	0	0.027777777777777776
2318	51.1	Das Notensystem soll völlig umgewandelt werden.	0	0.02702702702702703
2712	51.1	bildungs forscherin   dagegen die shulnoten ist	0	0.02702702702702703
2743	51.1	wenige vergleich  die aufgabe keine nute bekommen	0	0.02631578947368421
2503	51.1	noten spiegeln nicht immer das was schüler können	0	0.02564102564102564
2459	51.1	Die Noten durch die Entwicklungsgespräche ersetzen	1	0.02564102564102564
2518	51.1	die Noten sollrn durch etwas anders ersetz werden	1	0.02564102564102564
2797	51.1	Durch Schulnote kann einen Studenten beurteilt werden	0	0.025
2746	51.1	Hinweise sind besser für die Schüler und Schülerin	0	0.025
2433	51.1	Statt Noten, den Schuler schriftliche Berichten geben	1	0.025
2477	51.1	Ruckmeldung keine Noten   die Noten sind diemotievioetr	1	0.025
2462	51.1	Schulnoten durch Gespräche mit den Schülern ersetzen	1	0.023809523809523808
2758	51.1	klassicche Notensystem hat sie in eigenem Buch kritisiert	0	0.022727272727272728
2434	51.1	Noten sollen mit schriftliche Berichte ersetzt werdem	1	0.022727272727272728
2451	51.1	Hinweise zur Verbesserung und Kommentar statt der Noten	1	0.022727272727272728
2741	51.1	faire Beurteiling durch verschiedene lehrer  Dass Note	0	0.022727272727272728
2538	51.1	Die Noten sind vergleichbar  Die Notegebung ist subjektiv.	0	0.022222222222222223
2524	51.1	Nöten sollen nicht die Haupt  Keine Noten, sonder Hinweisen	1	0.022222222222222223
2723	51.1	Keine Noten sondern nur Punken wo man sich verbesseren soll.	0	0.022222222222222223
2706	51.1	faire Beurteilung felht  die Noten demotivieren die Schüler	0	0.022222222222222223
2394	51.1	dir art und wiese der bewertung der schuler kratisieren	0	0.021739130434782608
2525	51.1	Schüler sollten keine Note bekommen, aber eine andere Antwort	1	0.021739130434782608
2523	51.1	Die Noten sind subjektiv  Schulnoten durch Berichte ersetzen	1	0.02127659574468085
2447	51.1	klassische Noten kritisieren  Notensystem soll geändert werden	0	0.02127659574468085
2535	51.1	keine faire Beurteilung von Noten,die Noten sind nicht gleich	0	0.02127659574468085
2729	51.1	Schulnoten komplett durch Berichte oder Gespräche ersetzen	1	0.020833333333333332
2781	51.1	klasische Notensistem ist nicht gut, weil mit der kann nicht gut	0	0.02
2736	51.1	Die schulnoten demotivieren die Schulern..aus der Forschung in	0	0.02
2452	51.1	faire Noten geben  durch schriftl Berichte ersetzt werden müssen	1	0.02
2742	51.1	Schulnoten sollen von schriftlichen Beratungen begleitet werden.	0	0.0196078431372549
2303	51.1	Unterschiede zwischen die Noten und die eigene Vermögen der Schüler	0	0.019230769230769232
2707	51.1	Notensystem verändern  Schuler konkrete Kommentar bekommen sollen	1	0.018867924528301886
2505	51.1	Schulnoten durch schrifltiche Berichte und Kommentare zu erstezn	1	0.018867924528301886
2335	51.1	schulnoten müssen durch Gespräche mit den Kindern ersetzt werden.	1	0.018518518518518517
2460	51.1	keine bestimmte Note auch ohne Kommentar, nur im Form von einem Bericht	1	0.017857142857142856
2772	51.1	DISKUTIEREN SINN-UNSSIN VON NOTEN   KRITISIEREN NOTENYISTEM	0	0.017857142857142856
2745	51.1	Sie findet, dass die Urteilung für die Schüler häufig subjektiv ist.	0	0.017857142857142856
2649	51.1	Die Schüler sollten keine konkreten Noten, sondern nur Kommentar bekommen	1	0.017543859649122806
2787	51.1	die Noten sind subjektiv,  nicht vergleichbar,  kann demotiviert sein	0	0.017543859649122806
2442	51.1	DAS HEUTIGE NOTENSYSTEM IST NICHT OBJEKTIV, BRAUCHT ÄNDERUNGEN	0	0.01694915254237288
2375	51.1	Schulnoten - Sinn oder Unsinn ?  Kritirierung über die klassischen Noten	0	0.016666666666666666
2799	51.1	erfahren ob, Schulung komplett  wissen welche Bereiche noch zu verbessern.	0	0.01639344262295082
2688	51.1	Note sind wenich vergleichen   Note sollen durch schriftliche Berichte sein	0	0.01639344262295082
2440	51.1	beurbteilung der noten . Studenten können nicht in welche gebiet Problem haben	0	0.015873015873015872
2765	51.1	Die Noten sind sinnloss. Die Noten müssen durch Beschprechungen entsetzt werden	1	0.015625
2322	51.1	Die Noten sind subjektiv. Die klasische Notengebung ist schlecht für die Shuler	0	0.015151515151515152
2336	51.1	Die Schuler erhalten die Punkten in welchen Bereichen sie noch verbessern müssen	0	0.014925373134328358
2316	51.1	Fordert klare Gesprache, hinweise nach besserer Arbeit auch das noten ausfallen.	1	0.014925373134328358
2334	51.1	Sie kritiesiert die Noten und glaubt, dass sie nicht suplektiv und ausreichend sind.	0	0.014492753623188406
2475	51.1	Die prüfungen sind immer theoretisch und die studenten bekommen verschiedene noten	0	0.014492753623188406
2497	51.1	kritische Notgebung für die Schüler  Schulnoten durch schriftliche Berichte ersetzen	1	0.014084507042253521
2737	51.1	noten system vergleincehn wenig.  korrektur funktioniert nicht glecih fur jede schuler	0	0.0136986301369863
2732	51.1	Noten sind subjektiv  Schüler mit gleiche Leistungen haben nicht die gleiche Note bekommen	0	0.013157894736842105
2443	51.1	keine Noten  nur Schriftlliche berichte und Hinweise an Lernende, wo sie sich verbessern können	1	0.012658227848101266
2484	51.1	Schulnoten sind zu subjektive und manchmal gleiche studenten bekommen die gleiche Note nicht.	0	0.012658227848101266
2321	51.1	Die Noten sind nicht objektiv. Wenn es um Einschätzung geht, kommen die gleiche Noten nicht heraus.	0	0.011764705882352941
2752	51.1	Noten muss nicht aufgegeben haben werdern.   Studenten sollen verscheidene Methoden  nutzen können	0	0.011764705882352941
2507	51.1	Sie denkt, dass die klassiche Noteumbegung nicht relevant ist.    Staat Noten, unterstüzt sie Hinweise	1	0.011494252873563218
2691	51.1	Schulnoten sollen durch die Kommentare ersetzt werden, die sagt, wo sich die Schüler verbessern sollen.	1	0.011235955056179775
2747	51.1	"Kritik, keine Noten, ""wo kann ich mich verbessern"", entwlickung Gespräche um die schwache Punkten zu wissen"	1	0.01098901098901099
2313	51.1	kritisieret die klassische Notensystem  Note demotivieren den Shülern  schriftliche Berichte anstatt Noten	1	0.01098901098901099
2457	51.1	Noten sind als etwas subjektives betrachtet und manchmal hinwesein eigentlich nicht die Fähigkeiten des Lernendes	0	0.01
2310	51.1	Sie kritisiert die klassische Notengebung;  Die noten sollen von zum Beispiel Entwicklungsgespräche ersetzt werden.	1	0.01
2438	51.1	durch Noten keine faire Beurteilung  keine Kombination aus Noten und Kommentaren  Noten ersetzen z.B. durch Berichte	1	0.009900990099009901
2534	51.1	faire Bewertung der Leistungen der Schuler  auf klassische Notensystem verzichten  stattdessen - Entwicklungsgesprache	1	0.009615384615384616
2331	51.1	keine Noten geben, nur Hinweise, die die Menschen orientiren können, wo ihre Schwäche sich befinden  Entwicklungsgespräche	1	0.009523809523809525
2400	51.1	Die Schulnoten sind sehr subjektiv und unvergleichbar  Bei die selben Korrektur Aufgaben gibt es unterschiedliche Noten	0	0.009523809523809525
2435	51.1	Schriftliche Kommentare/Berichte, die aufzeigen, wo Defizite sind, wo Verbeserungsmöglichkeiten sind wo Schüler gut sind	1	0.009345794392523364
2502	51.1	nur hinweise wo sich die kinder verbessern sollen   note demotivieredn schul noten komplet durch schrifftliche berichte erzeugen	1	0.008771929824561403
2697	51.1	Der Notensystem ist nicht vergleichbar, er erspricht den wirklichen Leistungen nicht, nur hinweise, Noten demotivierend sind, entwickulnggescprache ersatyt werden	0	0.00684931506849315
