Teilnehmer	AufgabeItem	Antwort	gesamt	dist
2697	51.1	Der Notensystem ist nicht vergleichbar, er erspricht den wirklichen Leistungen nicht, nur hinweise, Noten demotivierend sind, entwickulnggescprache ersatyt werden	0	1.3333333333333333
2434	51.1	Noten sollen mit schriftliche Berichte ersetzt werdem	1	1.3333333333333333
2659	51.1	Noten sind nicht nötig.	0	1.3333333333333333
2507	51.1	Sie denkt, dass die klassiche Noteumbegung nicht relevant ist.    Staat Noten, unterstüzt sie Hinweise	1	1.3333333333333333
2447	51.1	klassische Noten kritisieren  Notensystem soll geändert werden	0	1.3333333333333333
2722	51.1	klassische Noten kritirieren	0	1.3333333333333333
2725	51.1	Noten sind wenig vergleichbar,	0	1.3333333333333333
2485	51.1	Noten	0	1.3333333333333333
2726	51.1	Kritisiert die Noten System	0	1.3333333333333333
2727	51.1	Hinweise geben, wo sie sich verbessern können	0	1.3333333333333333
2499	51.1	Kritiesirung der klassischen Noten	0	1.3333333333333333
2732	51.1	Noten sind subjektiv  Schüler mit gleiche Leistungen haben nicht die gleiche Note bekommen	0	1.3333333333333333
2713	51.1	Gegen tradizionelle Noten	0	1.3333333333333333
2464	51.1	Noten abschaffen	1	1.3333333333333333
2504	51.1	Noten sind unterschiedlich	0	1.3333333333333333
2459	51.1	Die Noten durch die Entwicklungsgespräche ersetzen	1	1.3333333333333333
2706	51.1	faire Beurteilung felht  die Noten demotivieren die Schüler	0	1.3333333333333333
2457	51.1	Noten sind als etwas subjektives betrachtet und manchmal hinwesein eigentlich nicht die Fähigkeiten des Lernendes	0	1.3333333333333333
2739	51.1	nicht vergleich alle die Noten für Studenten	0	1.3333333333333333
2518	51.1	die Noten sollrn durch etwas anders ersetz werden	1	1.3333333333333333
2740	51.1	Noten system ist schlecht	0	1.3333333333333333
2448	51.1	Sie hält die Noten für unsinvoll	0	1.3333333333333333
2451	51.1	Hinweise zur Verbesserung und Kommentar statt der Noten	1	1.3333333333333333
2721	51.1	Noten durch Bespreschung gemessen	0	1.3333333333333333
2329	51.1	Die Noten sind sehr subjektiv	0	1.3333333333333333
2647	51.1	Kritisiert Noten	0	1.3333333333333333
2303	51.1	Unterschiede zwischen die Noten und die eigene Vermögen der Schüler	0	1.3333333333333333
2347	51.1	Noten soolen nicht in Schulen bleiben	1	1.3333333333333333
2538	51.1	Die Noten sind vergleichbar  Die Notegebung ist subjektiv.	0	1.3333333333333333
2334	51.1	Sie kritiesiert die Noten und glaubt, dass sie nicht suplektiv und ausreichend sind.	0	1.3333333333333333
2395	51.1	auf Noten zu vezichten	1	1.3333333333333333
2782	51.1	Noten sind subjektiv	0	1.3333333333333333
2542	51.1	Noten system	0	1.3333333333333333
2322	51.1	Die Noten sind subjektiv. Die klasische Notengebung ist schlecht für die Shuler	0	1.3333333333333333
2321	51.1	Die Noten sind nicht objektiv. Wenn es um Einschätzung geht, kommen die gleiche Noten nicht heraus.	0	1.3333333333333333
2784	51.1	Noten in der Schule sind nicht notwendich	0	1.3333333333333333
2543	51.1	Noten nicht mehr benutzen	1	1.3333333333333333
2787	51.1	die Noten sind subjektiv,  nicht vergleichbar,  kann demotiviert sein	0	1.3333333333333333
2648	51.1	Abschaffung der Noten	1	1.3333333333333333
2790	51.1	Noten soll ersetzen	0	1.3333333333333333
2314	51.1	kritisiert die klassischen Noten in der Schule	0	1.3333333333333333
2359	51.1	Sie kritisiert die klassichen Noten System	0	1.3333333333333333
2685	51.1	Noten nötig  schriftlicher Bericht	0	1.3333333333333333
2689	51.1	dismotivative Noten	0	1.3333333333333333
2770	51.1	Noten sind sehr vergleichbar	0	1.3333333333333333
2652	51.1	Sie kritisiert klassiche Noten	0	1.3333333333333333
2388	51.1	Kritiserung der Noten	0	1.3333333333333333
2297	51.1	Noten durch schriftlichen Berichte ersetzen.	1	1.3333333333333333
2760	51.1	Noten als Vergleichkreterium lassen	0	1.3333333333333333
2523	51.1	Die Noten sind subjektiv  Schulnoten durch Berichte ersetzen	1	1.3333333333333333
2763	51.1	Noten sind subjektiv  sie ist dagegen	0	1.3333333333333333
2375	51.1	Schulnoten - Sinn oder Unsinn ?  Kritirierung über die klassischen Noten	0	1.3333333333333333
2765	51.1	Die Noten sind sinnloss. Die Noten müssen durch Beschprechungen entsetzt werden	1	1.3333333333333333
2766	51.1	Die Noten sind nicht vergleichbar	0	1.3333333333333333
2371	51.1	subjektive Noten  schriftliche Berichte	0	1.3333333333333333
2767	51.1	Die Noten nicht mehr verwenden	1	1.3333333333333333
2368	51.1	Noten sind nicht entscheidene für Schüler	0	1.3333333333333333
2792	51.1	Einfluss der Noten für die Fähigkeit der Schüler	0	1.3333333333333333
2484	51.1	Schulnoten sind zu subjektive und manchmal gleiche studenten bekommen die gleiche Note nicht.	0	0.3333333333333333
2798	51.1	Note	0	0.3333333333333333
2396	51.1	Beurteilung nicht gegeben ist	0	0.3333333333333333
2313	51.1	kritisieret die klassische Notensystem  Note demotivieren den Shülern  schriftliche Berichte anstatt Noten	1	0.3333333333333333
2778	51.1	Die Note ist notwendig	0	0.3333333333333333
2688	51.1	Note sind wenich vergleichen   Note sollen durch schriftliche Berichte sein	0	0.3333333333333333
2755	51.1	Noe tsystem nicht gegeben ist.	0	0.3333333333333333
2712	51.1	bildungs forscherin   dagegen die shulnoten ist	0	0.0
2715	51.1	notensystem  korretur nicht gleich	0	0.0
2707	51.1	Notensystem verändern  Schuler konkrete Kommentar bekommen sollen	1	0.0
2690	51.1	Das Notensystem ist unfair.	0	0.0
2682	51.1	Sie kulitisiert Schulnoten.	0	0.0
2691	51.1	Schulnoten sollen durch die Kommentare ersetzt werden, die sagt, wo sich die Schüler verbessern sollen.	1	0.0
2720	51.1	Kritisiert den Schulnoten	0	0.0
2692	51.1	Subjektiv	0	0.0
2290	51.1	Ä	0	0.0
2728	51.1	klassichen Notenabgebung nicht gut	0	0.0
2764	51.1	die Schuelenoten sind sinn uder unsinnvoll	0	0.0
2799	51.1	erfahren ob, Schulung komplett  wissen welche Bereiche noch zu verbessern.	0	0.0
2797	51.1	Durch Schulnote kann einen Studenten beurteilt werden	0	0.0
2796	51.1	Fehlerbeurteilung	0	0.0
2795	51.1	Schulnoten benotig	0	0.0
2794	51.1	Notensystem komplett verzichten	1	0.0
2791	51.1	kritisiert klassische Notebuch	0	0.0
2785	51.1	schriftliche Berichte erhalten	0	0.0
2783	51.1	Sie kritisiert Schulnoten	0	0.0
2781	51.1	klasische Notensistem ist nicht gut, weil mit der kann nicht gut	0	0.0
2779	51.1	nue Notesystem	0	0.0
2774	51.1	Kritisierung im Notensystem	0	0.0
2773	51.1	Schulern noten hängen ab vielen Faktoren	0	0.0
2772	51.1	DISKUTIEREN SINN-UNSSIN VON NOTEN   KRITISIEREN NOTENYISTEM	0	0.0
2769	51.1	Deutsche Lererin	0	0.0
2761	51.1	Kritik	0	0.0
2729	51.1	Schulnoten komplett durch Berichte oder Gespräche ersetzen	1	0.0
2759	51.1	Fehler in dem Notensystem	0	0.0
2758	51.1	klassicche Notensystem hat sie in eigenem Buch kritisiert	0	0.0
2756	51.1	sinn und unsinn im Schulnoten	0	0.0
2753	51.1	Notensystem ist wenig Subjectiv	0	0.0
2750	51.1	fair beurteilung  subjektive noten	0	0.0
2748	51.1	Notensystem subjektiv ist	0	0.0
2746	51.1	Hinweise sind besser für die Schüler und Schülerin	0	0.0
2742	51.1	Schulnoten sollen von schriftlichen Beratungen begleitet werden.	0	0.0
2741	51.1	faire Beurteiling durch verschiedene lehrer  Dass Note	0	0.0
2738	51.1	subjektiv  demotivierend	0	0.0
2737	51.1	noten system vergleincehn wenig.  korrektur funktioniert nicht glecih fur jede schuler	0	0.0
2736	51.1	Die schulnoten demotivieren die Schulern..aus der Forschung in	0	0.0
2735	51.1	klassische Notengebung	0	0.0
2733	51.1	Kritik an klassischen Schulnoten	0	0.0
2745	51.1	Sie findet, dass die Urteilung für die Schüler häufig subjektiv ist.	0	0.0
2505	51.1	Schulnoten durch schrifltiche Berichte und Kommentare zu erstezn	1	0.0
2657	51.1	Nur Hinweise und Rückmeldung bekommen	1	0.0
2406	51.1	klassischen Notensystems sind nicht gut	0	0.0
2361	51.1	Klasischen Schulnoten sind nicht fair	0	0.0
2362	51.1	noten sind nicht vergleichbar	0	0.0
2363	51.1	Notesystem	0	0.0
2367	51.1	hv2	0	0.0
2369	51.1	die Schulnoten sollen weg	1	0.0
2373	51.1	Fördert der System	0	0.0
2374	51.1	wo konnen sie sich verbessern	0	0.0
2376	51.1	Sinn oder Unsinn?  Wenig Vergleichbar	0	0.0
2378	51.1	gleich Notte	0	0.0
2379	51.1	gleiche note  agrumente	0	0.0
2380	51.1	faire Beurteilung ,	0	0.0
2384	51.1	klasische Notengebung	0	0.0
2385	51.1	Die Schulnoten sind subjektiv und vergleichbar	0	0.0
2390	51.1	verbeserrung der Arbeitkräfte	0	0.0
2394	51.1	dir art und wiese der bewertung der schuler kratisieren	0	0.0
2399	51.1	N0ten Beurteilung	0	0.0
2401	51.1	Sie kritisiert	0	0.0
2360	51.1	notesystem	0	0.0
2354	51.1	nicht nur Hinweis	0	0.0
2349	51.1	Die Schulnoten sind sinnlos.	0	0.0
2311	51.1	gegen Schullnoten	0	0.0
2294	51.1	neue Notensysteme	0	0.0
2295	51.1	klassishchen Notgeben subjektiv sind	0	0.0
2300	51.1	Fähre Bewertung wäre nötig	0	0.0
2302	51.1	Sie kritiesrt die Schulnotensystem.	0	0.0
2304	51.1	Nur Hinweisen bekommen	1	0.0
2309	51.1	sind wichtg	0	0.0
2310	51.1	Sie kritisiert die klassische Notengebung;  Die noten sollen von zum Beispiel Entwicklungsgespräche ersetzt werden.	1	0.0
2316	51.1	Fordert klare Gesprache, hinweise nach besserer Arbeit auch das noten ausfallen.	1	0.0
2336	51.1	Die Schuler erhalten die Punkten in welchen Bereichen sie noch verbessern müssen	0	0.0
2317	51.1	Kritik auf die klassische Notengebung	0	0.0
2318	51.1	Das Notensystem soll völlig umgewandelt werden.	0	0.0
2319	51.1	Fehlerbeurteilung der Notegebung	0	0.0
2320	51.1	#NAME?	1	0.0
2326	51.1	Frau Jansson kritisiert die Schulnoten.	0	0.0
2328	51.1	Die Schulnoten subjektiv sind  neue Notensystem	0	0.0
2335	51.1	schulnoten müssen durch Gespräche mit den Kindern ersetzt werden.	1	0.0
2405	51.1	entwicklung Gäspreche	1	0.0
2435	51.1	Schriftliche Kommentare/Berichte, die aufzeigen, wo Defizite sind, wo Verbeserungsmöglichkeiten sind wo Schüler gut sind	1	0.0
2656	51.1	Schulnoten sind nicht gut für schülern	0	0.0
2437	51.1	Schulnote ist nicht sinnig	0	0.0
2488	51.1	Kritisch	0	0.0
2489	51.1	Schüler nur Hinweise und Kommentare bekommen	1	0.0
2497	51.1	kritische Notgebung für die Schüler  Schulnoten durch schriftliche Berichte ersetzen	1	0.0
2501	51.1	notsystem ist nicht genug	0	0.0
2502	51.1	nur hinweise wo sich die kinder verbessern sollen   note demotivieredn schul noten komplet durch schrifftliche berichte erzeugen	1	0.0
2503	51.1	noten spiegeln nicht immer das was schüler können	0	0.0
2291	51.1	Sie kritisiert die Schulnoten	0	0.0
2506	51.1	logische schluss Forderung	0	0.0
2508	51.1	Something about Israel	0	0.0
2516	51.1	Notin nich eefektiv	0	0.0
2519	51.1	Freie Beurteilung	0	0.0
2520	51.1	veie beurteilung	0	0.0
2522	51.1	mithilfe des berichts	0	0.0
2533	51.1	Anhaltspunkte sollen ander	0	0.0
2534	51.1	faire Bewertung der Leistungen der Schuler  auf klassische Notensystem verzichten  stattdessen - Entwicklungsgesprache	1	0.0
2650	51.1	schriftliche Berichte	1	0.0
2651	51.1	das Shüler ein	0	0.0
2487	51.1	Beurteilung, Kritik über Schulnoten	0	0.0
2486	51.1	Notesystem hat manche probleme	0	0.0
2483	51.1	die noten	0	0.0
2454	51.1	die Schulnoten ersetzen  die Ferien beurteilen	0	0.0
2439	51.1	Schulnoten durch Berichte ersetzen	1	0.0
2440	51.1	beurbteilung der noten . Studenten können nicht in welche gebiet Problem haben	0	0.0
2441	51.1	lehrkräfte  klassische umgebung	0	0.0
2442	51.1	DAS HEUTIGE NOTENSYSTEM IST NICHT OBJEKTIV, BRAUCHT ÄNDERUNGEN	0	0.0
2444	51.1	lehrkräfte - schuler-innen probleme	0	0.0
2446	51.1	Notensystem hat nicht gerechtiges Be	0	0.0
2449	51.1	Berichte	0	0.0
2458	51.1	Die Schulnoten sollen ausgelassen werden	1	0.0
2482	51.1	für die klassischen Notengebung	0	0.0
2461	51.1	eine faire Beurteilung	0	0.0
2462	51.1	Schulnoten durch Gespräche mit den Schülern ersetzen	1	0.0
2467	51.1	Schrifftliches Berichten	1	0.0
2468	51.1	kritik  schifliche berichten	0	0.0
2475	51.1	Die prüfungen sind immer theoretisch und die studenten bekommen verschiedene noten	0	0.0
2478	51.1	Die Schulnoten sind unnotwendig	0	0.0
2479	51.1	bildungs forscher   bildungs forscerung	0	0.0
2800	51.1	schwer zu sagen	0	0.0
